id,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
736,7,1024.1,15.4,13.8,10.0,11.7,58.0,67.0,5.6,60.0,25.2,1
1788,329,1017.1,18.2,17.8,16.8,15.4,93.0,95.0,0.1,60.0,20.5,1
1595,136,1007.9,31.5,28.5,26.9,25.5,82.0,88.0,2.4,230.0,20.8,1
1539,80,1011.3,22.2,19.8,18.7,16.9,86.0,89.0,0.1,40.0,37.0,1
497,133,1007.9,31.0,29.1,26.6,25.0,78.0,88.0,6.8,220.0,22.0,1
572,208,1005.3,35.8,31.1,26.7,26.0,77.0,49.0,9.5,220.0,21.5,0
1739,280,1016.4,25.1,23.1,21.1,21.8,80.0,61.0,7.8,80.0,12.1,0
27,28,1017.0,21.7,20.3,19.4,17.9,80.0,80.0,2.6,50.0,14.5,1
1320,226,1011.5,28.6,26.8,24.5,23.2,80.0,88.0,1.2,60.0,6.6,1
2162,338,1022.8,17.5,15.5,14.2,10.0,78.0,78.0,3.5,20.0,25.0,0
1219,125,1013.0,28.7,26.1,24.8,23.1,92.0,78.0,1.0,70.0,15.8,1
1130,36,1017.0,22.4,20.2,18.5,13.1,76.0,69.0,7.6,40.0,11.3,0
2016,192,1010.0,33.3,30.4,27.6,25.9,82.0,83.0,2.6,50.0,10.2,1
401,37,1017.3,24.9,21.6,20.0,18.0,85.0,88.0,0.4,40.0,40.4,1
946,217,1005.6,30.5,27.6,26.9,23.7,73.0,60.0,8.6,220.0,13.8,0
650,286,1012.4,25.0,23.1,20.6,21.4,81.0,76.0,7.7,70.0,27.4,1
1299,205,1009.9,31.8,28.0,26.6,24.8,84.0,78.0,4.1,290.0,8.1,1
1810,351,1023.4,20.6,18.8,16.4,15.0,58.0,57.0,9.0,60.0,19.2,0
212,213,1010.5,30.6,28.3,26.6,25.9,85.0,82.0,2.9,300.0,21.9,1
2127,303,1016.4,26.3,23.7,21.0,22.3,81.0,84.0,0.6,80.0,8.0,1
86,87,1013.0,27.8,25.8,23.7,20.6,74.0,88.0,0.4,40.0,16.0,1
1170,76,1013.3,25.9,23.1,21.5,21.4,91.0,88.0,1.4,50.0,33.2,1
1887,63,1015.5,17.4,16.6,15.4,15.7,98.0,99.0,0.0,60.0,36.0,1
1540,81,1010.5,19.6,18.2,18.0,16.5,95.0,95.0,0.0,70.0,19.0,1
1346,151,1008.4,32.8,29.4,27.0,24.3,74.0,27.0,10.6,220.0,12.4,0
564,200,1009.2,33.4,30.1,27.9,25.2,71.0,35.0,11.2,110.0,12.0,0
1770,311,1014.3,22.2,20.7,20.1,20.4,92.0,88.0,0.0,50.0,13.0,1
1194,100,1012.7,29.1,26.8,25.4,23.7,87.0,82.0,2.5,100.0,16.5,1
1352,81,1011.9,31.9,28.0,25.8,25.6,81.0,89.0,1.1,100.0,24.0,1
560,196,1008.9,32.8,30.1,28.9,24.3,78.0,21.0,11.1,210.0,11.1,0
1597,138,1006.7,31.7,28.6,27.3,25.3,90.0,77.0,1.1,230.0,23.3,1
1592,133,1008.1,33.0,30.1,28.1,26.1,79.0,78.0,7.7,230.0,26.8,1
452,88,1014.6,27.7,25.5,24.0,22.4,94.0,85.0,3.4,80.0,20.2,1
105,106,1008.9,28.0,27.8,25.2,25.2,89.0,88.0,0.4,70.0,34.2,1
1706,247,1011.4,31.5,28.7,26.4,24.5,82.0,84.0,3.6,180.0,13.9,1
303,304,1017.1,29.9,25.6,24.4,19.3,93.0,88.0,0.4,40.0,9.1,1
319,320,1018.9,19.2,20.9,19.2,19.4,78.0,38.0,5.7,80.0,36.0,1
1070,341,1017.0,20.5,18.5,17.8,15.6,90.0,93.0,0.3,20.0,16.3,1
112,113,1011.4,26.2,24.0,22.4,23.4,82.0,83.0,2.1,70.0,11.9,1
835,106,1013.3,27.8,25.9,24.4,24.7,92.0,85.0,0.2,190.0,12.6,1
263,264,1017.0,28.9,25.5,24.5,23.4,82.0,66.0,2.0,70.0,34.2,0
1688,229,1010.4,29.7,27.8,26.4,25.8,73.0,78.0,6.8,100.0,8.9,0
670,306,1014.5,27.2,25.3,24.0,21.4,82.0,66.0,6.3,80.0,29.6,1
2082,258,1012.7,28.4,26.9,24.3,23.1,81.0,85.0,0.6,70.0,30.4,1
1437,343,1024.4,17.2,15.2,13.3,9.8,75.0,87.0,2.0,20.0,20.8,1
463,99,1016.5,28.8,26.5,24.5,23.1,79.0,83.0,2.6,230.0,20.4,1
2176,352,1020.0,21.1,18.1,17.0,14.3,78.0,88.0,0.0,70.0,33.2,1
123,124,1010.9,29.8,26.5,24.3,23.3,83.0,85.0,3.5,190.0,14.2,1
1004,275,1015.9,28.4,26.2,25.9,24.8,78.0,85.0,6.6,80.0,9.6,1
1313,219,1008.1,32.0,28.1,26.8,25.4,84.0,78.0,4.6,220.0,15.7,1
196,197,1005.4,33.3,30.0,26.3,24.3,81.0,47.0,8.2,220.0,12.8,1
895,166,1008.3,31.0,30.6,28.1,25.9,79.0,79.0,3.7,220.0,12.8,1
1430,102,1016.8,16.4,15.3,15.3,15.2,86.0,88.0,0.1,50.0,10.9,1
724,360,1019.4,16.8,15.5,15.4,15.0,96.0,95.0,0.0,50.0,24.2,1
1484,25,1026.9,19.6,18.6,17.9,12.4,85.0,88.0,0.5,20.0,21.6,1
804,75,1013.1,25.9,23.1,21.0,21.4,93.0,88.0,1.8,40.0,17.2,0
2012,188,1008.4,32.0,30.3,28.3,26.2,79.0,54.0,6.3,240.0,10.9,1
883,154,1008.4,34.4,30.6,28.6,25.8,77.0,58.0,9.3,220.0,9.2,0
1149,55,1022.3,17.5,18.2,16.9,14.3,92.0,96.0,0.0,40.0,19.0,1
472,108,1008.6,31.2,28.2,26.3,24.2,80.0,83.0,2.1,80.0,28.7,1
2048,224,1006.7,32.8,30.1,28.1,24.3,74.0,23.0,10.4,220.0,12.4,0
1388,75,1014.8,27.1,26.1,24.5,23.1,78.0,61.0,7.6,80.0,13.7,0
1891,67,1020.4,23.1,18.3,17.4,16.8,64.0,29.0,6.7,20.0,29.2,0
2011,187,1006.1,32.5,30.2,28.6,25.3,77.0,79.0,6.4,220.0,10.3,1
353,354,1017.7,20.9,19.3,18.9,18.1,83.0,81.0,0.3,70.0,25.1,1
1757,298,1014.8,28.2,25.5,24.0,22.1,87.0,80.0,3.5,40.0,15.8,1
893,164,1008.1,34.4,30.0,27.1,25.7,79.0,72.0,10.6,190.0,27.3,0
669,305,1019.7,25.9,24.9,22.7,22.0,89.0,84.0,1.1,80.0,26.1,1
1917,93,1009.8,27.7,25.4,24.1,24.2,89.0,84.0,1.0,190.0,12.6,1
2153,329,1016.6,24.1,22.4,20.5,17.3,78.0,61.0,7.7,20.0,29.8,1
1734,275,1017.3,24.4,23.9,21.3,19.6,79.0,47.0,9.5,80.0,9.1,0
2025,201,1009.5,32.3,29.2,27.8,24.6,84.0,72.0,6.2,100.0,12.0,0
408,44,1022.5,18.6,14.8,12.7,8.0,79.0,94.0,0.0,20.0,23.4,1
645,281,1012.4,25.6,22.3,20.3,19.4,70.0,60.0,8.8,70.0,20.8,1
358,359,1023.8,21.4,18.2,17.2,15.5,76.0,48.0,7.7,30.0,14.2,1
696,332,1020.1,18.8,15.3,13.4,6.2,80.0,88.0,0.5,10.0,21.6,1
1978,154,1009.3,33.8,30.3,29.3,26.3,78.0,78.0,7.4,200.0,9.8,0
1826,2,1014.3,23.1,20.7,17.6,18.5,92.0,88.0,0.6,70.0,41.4,1
2076,252,1010.3,29.4,27.9,26.6,23.1,79.0,81.0,3.4,40.0,8.9,1
300,301,1014.7,29.8,25.1,22.1,23.7,82.0,79.0,6.9,80.0,14.6,1
99,100,1017.1,26.9,25.8,25.4,19.7,78.0,85.0,0.3,70.0,18.2,1
656,292,1017.8,30.0,26.8,25.5,23.6,84.0,67.0,6.7,100.0,11.1,1
1987,163,1005.1,33.0,30.0,28.4,24.7,78.0,77.0,7.4,230.0,21.9,1
1181,87,1012.1,27.9,25.8,24.1,23.3,89.0,84.0,2.1,80.0,14.2,1
1191,97,1006.4,26.9,25.9,24.7,22.3,87.0,81.0,1.1,70.0,28.8,1
1932,108,1012.3,27.6,25.4,24.8,24.2,85.0,82.0,1.3,200.0,10.2,1
1459,78,1016.6,21.1,19.1,17.1,13.0,94.0,97.0,0.0,30.0,50.6,1
852,123,1009.5,30.3,27.0,24.4,23.8,77.0,75.0,8.7,100.0,7.9,1
1122,28,1024.6,16.1,13.0,13.5,11.9,76.0,89.0,0.0,200.0,33.2,0
1965,141,1006.3,33.2,29.9,28.0,26.0,74.0,86.0,3.5,220.0,40.0,1
1432,338,1020.4,18.4,15.3,14.6,12.9,79.0,88.0,0.0,60.0,38.0,1
1427,333,1016.8,20.9,19.3,17.6,15.5,95.0,92.0,0.0,60.0,44.7,1
330,331,1017.9,18.9,16.4,15.1,15.5,78.0,89.0,0.2,40.0,22.8,1
1600,141,1008.9,33.3,30.2,28.4,25.9,76.0,49.0,9.2,220.0,29.3,1
433,69,1022.5,18.7,16.6,14.4,12.1,74.0,40.0,9.1,40.0,16.4,0
1870,46,1015.0,20.3,18.1,17.1,15.5,91.0,87.0,0.7,40.0,14.0,1
1647,188,1000.0,33.0,30.0,29.0,25.3,77.0,38.0,10.0,170.0,15.3,0
1368,274,1016.8,28.4,24.5,22.3,19.4,74.0,49.0,6.4,10.0,21.9,0
361,362,1012.5,21.0,19.9,18.4,18.0,95.0,95.0,0.0,60.0,36.0,1
104,105,1008.3,28.9,26.9,24.3,24.8,87.0,82.0,1.6,200.0,23.7,1
944,215,999.0,35.1,31.0,28.6,26.4,75.0,57.0,9.4,280.0,11.3,1
280,281,1014.1,28.2,25.3,23.2,22.1,76.0,46.0,8.8,40.0,10.9,1
0,1,1017.4,21.2,20.6,19.9,19.4,87.0,88.0,1.1,60.0,17.2,1
1350,256,1014.2,30.9,28.1,25.2,25.2,84.0,60.0,11.1,140.0,12.9,0
235,236,1011.4,31.4,28.1,26.8,23.7,75.0,56.0,10.0,70.0,32.5,0
1118,24,1023.6,24.2,20.8,18.2,9.8,39.0,49.0,10.2,60.0,38.3,0
880,151,1008.6,33.4,30.4,28.0,24.7,72.0,20.0,10.1,230.0,11.8,0
1790,331,1021.8,16.5,15.3,12.7,13.9,76.0,86.0,0.1,10.0,21.8,1
1951,127,1008.1,28.0,26.8,25.9,25.5,85.0,84.0,0.7,70.0,14.8,1
751,22,1023.9,20.3,17.3,16.4,14.7,74.0,43.0,10.2,30.0,14.1,0
1374,280,1010.8,22.7,20.9,19.3,18.0,79.0,88.0,0.6,50.0,18.6,1
663,299,1015.0,28.4,25.4,23.7,20.6,90.0,81.0,2.0,70.0,15.3,1
215,216,1008.3,33.0,30.0,27.4,24.2,75.0,43.0,9.3,220.0,23.2,0
2157,333,1020.3,17.3,13.7,11.3,10.1,84.0,88.0,3.7,20.0,12.4,1
233,234,1010.9,28.6,26.1,25.4,23.4,89.0,87.0,0.3,40.0,11.7,1
106,107,1010.3,30.2,26.9,24.2,22.7,84.0,84.0,2.2,230.0,15.1,1
1578,119,1012.1,26.7,24.7,23.4,23.0,85.0,81.0,2.5,70.0,39.5,1
2032,208,1006.7,31.7,28.2,27.0,25.0,88.0,80.0,2.5,230.0,14.3,1
1614,155,1008.7,34.8,30.4,28.4,26.3,80.0,81.0,6.4,290.0,7.4,1
1156,62,1013.4,19.0,17.6,16.9,16.9,97.0,95.0,0.0,50.0,20.3,1
687,323,1020.6,18.9,17.7,16.9,12.9,75.0,95.0,0.0,10.0,26.1,1
1719,260,1005.9,28.8,27.5,26.0,25.0,93.0,88.0,0.0,230.0,25.0,1
765,36,1022.7,15.4,13.3,11.4,9.7,79.0,88.0,0.0,20.0,25.2,1
916,187,1003.8,31.2,28.7,26.9,24.8,86.0,83.0,3.1,210.0,12.3,1
9,10,1025.4,16.5,14.4,12.0,8.6,77.0,84.0,1.0,50.0,38.3,0
525,161,1005.1,33.3,30.5,28.0,26.0,86.0,84.0,4.6,220.0,21.9,1
1847,23,1014.6,18.5,17.3,16.1,16.1,98.0,100.0,0.0,50.0,20.0,1
866,137,1005.9,31.8,28.5,26.4,26.1,83.0,88.0,2.0,220.0,25.1,1
453,89,1011.2,25.9,23.1,20.6,20.9,86.0,82.0,1.0,70.0,34.0,1
1261,167,1007.7,31.1,28.6,26.8,25.4,81.0,88.0,3.8,180.0,11.3,1
1244,150,1008.5,33.9,30.0,28.1,25.4,80.0,79.0,5.7,200.0,39.9,1
648,284,1010.3,26.6,24.1,23.3,19.9,80.0,58.0,5.7,30.0,23.7,0
1211,117,1011.6,28.4,26.1,24.8,25.3,85.0,83.0,3.7,60.0,14.3,1
1157,63,1015.5,19.9,18.1,18.1,17.1,96.0,92.0,0.2,40.0,14.1,1
1294,200,1009.6,34.0,30.0,26.5,24.3,80.0,63.0,6.8,190.0,7.9,1
771,42,1014.2,20.7,17.3,16.5,14.4,78.0,88.0,0.6,30.0,25.1,1
485,121,1012.4,26.4,24.9,24.5,22.5,93.0,88.0,0.6,230.0,28.4,1
1716,257,1008.7,30.1,28.0,27.9,26.3,91.0,89.0,2.1,80.0,25.0,1
538,174,1008.1,33.8,30.6,27.2,25.2,84.0,85.0,2.0,190.0,12.8,1
76,77,1014.0,25.2,23.3,22.3,21.1,89.0,88.0,0.3,70.0,20.0,1
1555,96,1010.1,27.6,25.8,24.5,19.5,94.0,88.0,1.0,40.0,16.9,1
1812,353,1018.0,18.6,17.7,15.8,14.9,79.0,91.0,0.0,70.0,26.1,1
1347,253,1010.0,31.5,29.8,27.4,20.4,77.0,60.0,10.2,20.0,20.9,0
872,143,1006.6,33.3,30.0,28.0,25.0,72.0,39.0,10.5,230.0,9.4,0
1644,185,1005.0,32.2,29.3,25.4,25.0,72.0,49.0,8.3,270.0,24.3,0
1531,72,1022.1,22.8,18.6,16.7,12.4,65.0,67.0,2.7,50.0,32.9,0
1544,85,1011.2,24.7,21.4,20.1,20.6,92.0,83.0,0.4,120.0,5.5,1
651,287,1016.2,28.0,25.9,24.0,22.3,83.0,77.0,7.7,80.0,30.3,0
898,169,1008.1,33.1,29.6,27.4,25.6,88.0,83.0,5.9,200.0,11.1,1
1836,12,1027.5,14.3,13.4,11.6,3.4,72.0,95.0,0.0,20.0,22.0,1
52,53,1019.6,18.4,17.1,16.0,16.3,93.0,93.0,0.0,70.0,19.0,1
1613,154,1008.5,34.2,30.1,28.7,24.4,72.0,22.0,10.5,240.0,9.5,0
673,309,1016.4,26.6,24.4,22.1,17.6,76.0,78.0,5.8,70.0,8.3,1
1254,160,1009.5,32.8,30.1,28.1,26.1,75.0,61.0,7.2,110.0,9.2,1
846,117,1008.1,30.8,27.8,26.5,24.7,82.0,86.0,1.2,210.0,31.2,1
1861,37,1017.7,17.1,16.1,15.6,15.5,95.0,93.0,0.0,40.0,14.5,1
1349,255,1009.5,31.5,28.8,26.6,25.7,87.0,81.0,4.7,200.0,12.6,1
429,65,1014.8,16.7,15.5,14.4,12.2,93.0,100.0,0.0,70.0,30.2,1
1960,136,1006.8,33.1,30.3,28.0,25.0,80.0,77.0,7.6,220.0,20.7,1
1041,312,1020.3,21.3,19.3,17.2,14.9,75.0,88.0,1.6,50.0,25.0,1
1045,316,1020.8,21.0,18.4,16.9,14.4,75.0,51.0,8.8,40.0,14.5,0
1712,253,1011.4,32.0,29.8,26.8,22.1,73.0,50.0,10.0,10.0,12.0,0
1977,153,1007.8,33.2,30.7,28.0,25.8,79.0,48.0,10.0,220.0,10.0,0
1522,63,1013.9,23.1,21.5,20.1,19.3,77.0,88.0,0.0,70.0,32.5,1
806,77,1019.3,27.8,23.1,21.3,21.9,87.0,95.0,0.6,80.0,25.5,1
140,141,1007.6,32.7,29.0,27.0,26.0,76.0,46.0,10.0,220.0,9.4,0
1749,290,1015.0,27.1,24.5,21.0,21.6,81.0,81.0,3.5,40.0,13.2,1
1938,114,1010.3,26.2,23.1,21.1,21.9,90.0,77.0,2.2,40.0,14.5,1
431,67,1015.2,20.9,19.3,17.2,16.8,86.0,80.0,2.4,50.0,22.5,1
836,107,1008.3,30.8,28.1,25.4,24.1,84.0,85.0,3.1,180.0,15.9,1
1999,175,1009.2,29.5,27.4,27.4,25.9,79.0,60.0,5.1,110.0,11.3,0
231,232,1010.6,30.8,28.1,26.1,25.8,84.0,58.0,9.9,100.0,29.0,0
519,155,1008.5,32.0,30.2,28.1,26.3,75.0,40.0,9.0,270.0,16.2,0
1599,140,1008.6,33.8,30.2,28.1,25.9,81.0,51.0,10.6,240.0,33.2,0
861,132,1006.0,31.7,28.2,26.4,25.4,84.0,87.0,3.4,210.0,12.4,1
1494,35,1025.2,16.8,13.5,10.6,10.1,72.0,40.0,9.2,20.0,16.0,0
697,333,1023.4,18.2,14.7,12.3,9.9,79.0,88.0,0.4,10.0,39.3,1
1034,305,1017.7,27.0,25.6,24.0,23.2,86.0,79.0,1.2,20.0,15.3,1
1743,284,1019.9,26.6,24.9,22.3,19.5,76.0,44.0,8.8,50.0,18.0,1
457,93,1013.2,27.8,25.7,23.2,23.4,90.0,88.0,1.2,190.0,20.4,1
559,195,1008.1,33.4,30.8,28.0,25.3,74.0,29.0,9.1,240.0,14.2,0
602,238,1007.0,29.1,27.9,26.5,25.9,87.0,67.0,6.3,80.0,37.5,1
1957,133,1009.1,33.0,30.0,27.1,26.2,77.0,70.0,6.1,80.0,21.3,1
1005,276,1016.9,24.8,22.9,20.6,22.2,92.0,88.0,0.0,70.0,50.6,1
185,186,1008.5,32.0,30.7,28.4,25.8,77.0,72.0,7.7,220.0,10.0,1
1405,311,1019.4,21.3,20.9,20.1,19.0,91.0,78.0,0.0,70.0,43.1,1
1642,183,1010.9,34.0,30.6,27.9,26.0,84.0,73.0,2.8,280.0,16.4,1
865,136,1008.8,33.0,30.1,28.3,26.0,82.0,85.0,3.7,220.0,13.0,1
1198,104,1012.6,28.8,25.3,24.7,22.0,89.0,83.0,1.0,60.0,15.0,1
1047,318,1019.8,21.9,19.8,18.2,14.7,70.0,49.0,7.5,20.0,23.5,0
1431,337,1016.8,16.7,15.5,14.2,12.9,79.0,94.0,0.0,40.0,19.0,1
298,299,1015.1,26.2,25.4,24.4,23.6,91.0,88.0,0.1,40.0,39.5,1
1798,339,1022.5,20.6,16.6,14.8,11.5,65.0,49.0,9.1,10.0,27.4,0
1007,278,1018.8,26.8,24.0,23.9,22.7,90.0,82.0,2.2,70.0,21.8,1
2172,348,1016.8,21.9,20.0,19.7,18.8,90.0,88.0,0.0,70.0,34.8,1
1443,349,1020.9,17.8,16.4,15.3,12.8,76.0,91.0,0.0,20.0,42.0,0
1359,265,1016.4,31.9,28.1,26.3,23.4,79.0,47.0,9.1,40.0,43.1,0
1230,136,1006.6,32.9,29.3,27.1,23.2,87.0,80.0,4.2,230.0,20.5,1
1268,174,1005.9,31.3,28.7,26.5,26.3,93.0,88.0,0.1,130.0,27.0,1
1518,59,1018.1,20.4,17.6,15.6,15.6,97.0,99.0,1.6,80.0,19.2,1
639,275,1016.3,30.2,27.5,25.4,24.0,85.0,88.0,0.3,20.0,10.9,1
594,230,1011.1,33.1,29.8,28.2,25.3,84.0,47.0,7.6,240.0,18.6,1
1524,65,1020.4,19.2,18.1,17.1,14.9,75.0,91.0,0.0,60.0,26.2,1
2113,289,1013.9,29.1,25.2,23.0,22.4,81.0,70.0,2.4,60.0,32.4,1
1125,31,1017.1,21.9,20.0,19.7,17.3,91.0,94.0,0.0,70.0,28.4,1
226,227,1012.0,29.4,27.7,25.4,25.9,81.0,86.0,2.4,40.0,13.8,1
1927,103,1011.4,29.2,26.9,25.5,23.2,89.0,83.0,3.6,50.0,11.3,0
1046,317,1018.6,21.2,19.3,17.2,16.5,92.0,84.0,0.1,20.0,35.8,1
255,256,1010.2,29.2,27.0,25.7,25.4,79.0,67.0,4.5,80.0,44.7,1
461,97,1012.4,28.9,25.5,24.1,23.2,96.0,88.0,1.6,80.0,25.1,1
1031,302,1016.9,27.5,25.6,24.1,23.1,86.0,67.0,5.7,80.0,12.5,1
571,207,1009.5,32.0,29.1,26.4,25.1,70.0,43.0,10.3,180.0,13.0,1
269,270,1010.3,27.8,25.4,23.7,23.5,89.0,89.0,0.1,60.0,50.6,1
2188,364,1022.3,16.4,15.2,13.8,14.7,92.0,93.0,0.1,40.0,18.0,1
1413,319,1021.3,27.6,23.4,22.4,21.7,75.0,89.0,2.3,70.0,25.5,1
1658,199,1009.2,32.2,29.6,26.8,24.8,78.0,44.0,10.0,190.0,11.0,0
1298,204,1008.0,31.0,28.4,26.3,25.3,85.0,88.0,1.9,40.0,13.0,1
1060,331,1025.6,18.9,13.5,11.7,0.2,76.0,90.0,1.1,20.0,28.0,1
248,249,1005.7,31.7,28.4,26.9,25.6,82.0,86.0,1.8,190.0,21.6,1
2130,306,1017.0,27.8,25.6,24.5,23.2,87.0,84.0,1.2,60.0,11.7,1
1794,335,1019.8,16.2,15.4,14.6,12.0,95.0,95.0,0.0,50.0,15.7,1
3,4,1013.4,18.1,17.8,16.9,16.8,95.0,95.0,0.0,60.0,35.6,1
929,200,1002.2,33.2,30.2,27.4,24.7,72.0,29.0,10.2,20.0,7.9,0
584,220,1000.2,33.1,30.4,27.3,25.9,77.0,43.0,9.3,60.0,10.2,0
390,26,1012.7,23.1,21.7,19.8,20.6,92.0,93.0,0.0,190.0,19.2,1
250,251,1015.0,29.8,27.9,26.5,23.2,76.0,78.0,6.2,10.0,11.0,1
1321,227,1010.2,32.0,27.1,24.8,25.9,82.0,49.0,6.1,250.0,12.0,1
709,345,1016.7,22.3,18.4,16.5,15.5,85.0,90.0,1.0,30.0,29.8,1
708,344,1018.1,23.2,19.6,17.2,15.0,72.0,19.0,8.4,50.0,9.8,0
1529,70,1020.3,18.5,19.2,17.7,13.3,60.0,38.0,9.3,60.0,8.5,0
36,37,1014.4,22.9,21.4,20.0,17.8,79.0,88.0,0.0,40.0,18.4,1
1083,354,1018.0,20.1,19.1,18.4,16.7,95.0,88.0,0.0,20.0,35.8,1
469,105,1008.4,29.1,27.1,25.0,25.1,92.0,88.0,0.6,230.0,13.0,1
906,177,1008.4,32.4,29.5,27.3,25.8,87.0,84.0,3.7,230.0,18.8,1
977,248,1008.2,32.3,29.7,27.3,24.2,74.0,83.0,5.4,230.0,39.5,1
1669,210,1006.2,30.6,28.8,25.2,25.1,65.0,55.0,3.4,70.0,18.0,0
2171,347,1018.4,21.4,20.9,20.3,19.9,91.0,84.0,0.0,50.0,23.7,1
963,234,1005.7,28.9,26.0,24.8,23.0,73.0,44.0,9.8,20.0,20.5,0
159,160,1008.4,32.6,30.7,28.4,25.4,86.0,78.0,2.3,230.0,14.1,1
1920,96,1011.2,27.4,25.8,24.8,22.3,87.0,89.0,0.6,70.0,25.1,1
1168,74,1015.3,23.6,22.5,20.0,21.3,85.0,80.0,0.0,40.0,7.9,1
1396,302,1016.5,29.4,25.8,22.8,16.0,79.0,88.0,0.3,70.0,9.5,0
389,25,1014.8,22.3,21.2,20.9,19.5,91.0,86.0,0.7,50.0,19.8,1
1479,20,1023.6,12.5,10.4,8.8,6.2,72.0,20.0,9.1,20.0,33.4,0
1884,60,1018.4,25.3,21.2,19.9,18.2,83.0,85.0,3.2,40.0,13.8,1
979,250,1008.5,31.8,28.1,26.9,25.6,86.0,83.0,2.1,220.0,33.2,1
817,88,1009.9,23.2,21.1,20.1,21.9,92.0,93.0,0.0,190.0,15.0,1
812,83,1008.2,25.9,22.0,21.5,20.6,88.0,84.0,3.2,20.0,24.2,1
828,99,1017.0,28.2,26.6,25.8,23.7,79.0,82.0,4.8,100.0,30.6,1
1844,20,1023.8,20.2,16.6,14.4,11.4,78.0,2.0,10.2,40.0,9.6,0
829,100,1010.1,27.6,25.5,24.7,22.9,80.0,87.0,1.4,50.0,30.2,1
1886,62,1014.9,20.8,18.1,16.9,15.8,78.0,88.0,0.0,20.0,39.3,1
320,321,1017.5,25.2,21.6,16.9,18.6,75.0,44.0,6.7,60.0,28.9,1
189,190,1008.4,33.0,30.0,28.1,25.5,81.0,51.0,6.9,220.0,18.0,1
643,279,1015.0,28.8,25.8,23.9,20.9,82.0,75.0,5.3,120.0,12.8,1
700,336,1022.3,18.0,13.7,11.9,3.8,75.0,74.0,9.1,20.0,21.9,0
1498,39,1025.4,18.8,16.1,13.8,11.1,76.0,49.0,9.1,20.0,30.2,0
1177,83,1006.9,21.9,20.1,19.8,19.5,92.0,90.0,0.2,20.0,20.5,1
1131,37,1017.5,23.1,19.9,17.4,16.8,80.0,88.0,0.0,50.0,39.5,1
94,95,1011.4,26.8,24.4,23.6,22.6,91.0,80.0,1.0,220.0,34.2,1
1797,338,1024.1,17.4,16.4,14.9,11.2,75.0,43.0,6.5,30.0,21.5,0
153,154,1009.4,32.0,29.0,27.0,24.5,76.0,44.0,10.7,220.0,40.8,0
1622,163,1008.4,32.0,29.6,27.3,25.3,82.0,69.0,9.1,220.0,26.0,1
1574,115,1010.5,30.9,27.4,25.0,25.0,89.0,81.0,1.0,230.0,24.4,1
936,207,1009.2,31.0,28.9,26.4,25.4,89.0,86.0,1.3,80.0,11.7,1
2078,254,1006.7,32.8,29.6,25.5,20.9,75.0,38.0,10.1,220.0,12.8,0
313,314,1020.8,21.4,19.9,17.2,12.9,73.0,82.0,2.4,20.0,39.5,1
45,46,1016.9,17.5,15.5,14.8,14.6,91.0,91.0,0.0,20.0,33.4,1
2075,251,1013.3,30.9,28.3,26.6,21.2,75.0,32.0,10.0,220.0,25.0,0
378,14,1019.0,17.8,16.1,14.8,15.7,98.0,100.0,0.0,50.0,28.6,1
502,138,1007.5,30.9,28.1,27.3,26.3,85.0,88.0,0.4,170.0,18.0,1
2084,260,1005.7,27.9,26.1,25.9,24.5,94.0,87.0,2.2,20.0,35.8,1
1119,25,1020.9,24.9,18.1,15.8,17.3,72.0,40.0,10.1,10.0,19.8,0
1493,34,1020.4,17.2,15.1,14.0,14.1,89.0,88.0,0.0,60.0,29.8,1
759,30,1021.4,14.5,12.9,10.5,4.3,70.0,19.0,2.3,20.0,21.3,0
1889,65,1020.4,16.2,15.9,14.5,9.5,72.0,44.0,10.7,20.0,35.3,0
1434,340,1017.1,17.5,16.6,15.4,15.5,85.0,92.0,0.0,70.0,39.7,1
1306,212,1011.3,32.4,28.1,26.8,24.5,77.0,54.0,9.9,100.0,20.0,1
392,28,1019.8,24.3,22.5,20.1,15.3,65.0,49.0,6.7,60.0,27.6,0
1678,219,1006.9,35.1,31.0,26.5,25.0,76.0,60.0,10.8,60.0,12.6,1
2027,203,1005.5,31.1,28.7,26.9,24.5,82.0,84.0,1.6,220.0,12.1,1
1232,138,1007.9,31.1,28.9,26.9,26.4,85.0,85.0,4.4,180.0,14.6,1
142,143,1008.5,30.4,27.4,25.3,24.2,74.0,57.0,9.1,220.0,11.9,0
746,17,1021.5,12.5,8.5,4.7,2.0,75.0,69.0,4.3,20.0,19.8,0
1627,168,1007.7,31.2,28.9,25.8,24.7,84.0,67.0,7.9,220.0,12.8,1
1316,222,1005.7,32.4,29.4,28.2,26.6,81.0,78.0,6.0,220.0,20.5,1
1802,343,1018.4,21.4,18.8,17.5,18.1,70.0,67.0,2.9,20.0,12.3,1
1171,77,1014.4,26.6,23.3,22.3,21.9,91.0,91.0,2.1,40.0,16.0,1
1895,71,1013.0,21.6,20.9,19.0,18.9,92.0,87.0,2.5,30.0,22.8,1
543,179,1009.9,33.0,30.4,29.0,26.0,82.0,67.0,7.7,230.0,30.2,1
1610,151,1009.7,32.4,30.7,29.1,26.3,87.0,78.0,6.3,220.0,46.3,1
1206,112,1010.4,28.1,26.4,25.5,21.1,80.0,78.0,5.4,40.0,12.6,1
1811,352,1016.8,22.3,20.7,20.4,19.6,90.0,88.0,0.0,50.0,28.3,1
